subject_type,subject_id,region_code,variable,value_num,value_txt,unit,quality,note
municipality,VILLAR DEL PEDROSO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VILLAR DEL PEDROSO,ES-EX,zar_zone,,IBORES,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VILLAR DEL REY,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VILLAR DEL REY,ES-EX,zar_zone,,SIERRA DE SAN PEDRO,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VILLARTA DE LOS MONTES,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VILLARTA DE LOS MONTES,ES-EX,zar_zone,,SIBERIA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VILLASBUENAS DE GATA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,VILLASBUENAS DE GATA,ES-EX,zar_zone,,SIERRA DE GATA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,ZALAMEA DE LA SERENA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,ZALAMEA DE LA SERENA,ES-EX,zar_zone,,SIERRAS CENTRALES DE BADAJOZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,ZARZA CAPILLA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,ZARZA CAPILLA,ES-EX,zar_zone,,SIERRAS DE SIRUELA-ZARZA CAPILLA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,ZARZA DE GRANADILLA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,ZARZA DE GRANADILLA,ES-EX,zar_zone,,JERTE-AMBROZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,ZARZA DE MONTÁNCHEZ,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,ZARZA DE MONTÁNCHEZ,ES-EX,zar_zone,,MONTÁNCHEZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,ZARZA LA MAYOR,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,ZARZA LA MAYOR,ES-EX,zar_zone,,SIERRA DE GATA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
